,station_id,station_name,station_latitude,station_longitude,nta
34,228,E 48 St & 3 Ave,40.7546011,-73.97187886,MN19
35,229,Great Jones St,40.72743423,-73.99379025,MN23
36,232,Cadman Plaza E & Tillary St,40.69597683,-73.99014892,BK38
37,233,Cadman Plaza W & Pierrepont St,40.69475701,-73.99052739,BK38
38,236,St Marks Pl & 2 Ave,40.7284186,-73.98713956,MN22
39,237,E 11 St & 2 Ave,40.73047309,-73.98672378,MN22
40,238,Bank St & Washington St,40.7361967,-74.00859207,MN23
41,239,Willoughby St & Fleet St,40.69196566,-73.9813018,BK68
42,241,DeKalb Ave & S Portland Ave,40.68981035,-73.97493121,BK68
43,242,Carlton Ave & Flushing Ave,40.697787,-73.973736,BK68
44,243,Fulton St & Rockwell Pl,40.688226,-73.979382,BK68
45,244,Willoughby Ave & Hall St,40.69196035,-73.96536851,BK69
46,245,Myrtle Ave & St Edwards St,40.69327018,-73.97703874,BK68
47,247,Perry St & Bleecker St,40.73535398,-74.00483091,MN23
48,248,Laight St & Hudson St,40.72185379,-74.00771779,MN24
49,249,Harrison St & Hudson St,40.71870987,-74.0090009,MN24
50,250,Lafayette St & Jersey St N,40.72456089,-73.99565293,MN24
51,251,Mott St & Prince St,40.72317958,-73.99480012,MN24
52,252,MacDougal St & Washington Sq,40.73226398,-73.99852205,MN23
53,253,W 13 St & 5 Ave,40.73543934,-73.99453948,MN23
54,254,W 11 St & 6 Ave,40.73532427,-73.99800419,MN23
55,255,NYCBS Depot - SSP,40.646768,-74.01651,BK32
56,257,Lispenard St & Broadway,40.71939226,-74.00247214,MN24
57,258,DeKalb Ave & Vanderbilt Ave,40.68940747,-73.96885458,BK69
60,261,Johnson St & Gold St,40.69474881,-73.98362464,BK38
61,262,Washington Park,40.6917823,-73.97372990000001,BK68
62,263,Elizabeth St & Hester St,40.71759082,-73.9962244,MN24
64,265,Stanton St & Chrystie St,40.72229346,-73.99147535,MN27
66,267,Broadway & W 36 St,40.75097711,-73.98765428,MN17
67,268,Howard St & Centre St,40.71910537,-73.99973337,MN24
68,270,Adelphi St & Myrtle Ave,40.69308257,-73.97178913,BK68
69,271,Ashland Pl & Hanson Pl,40.68522672,-73.97800148,BK68
70,274,Lafayette Ave & Fort Greene Pl,40.68691865,-73.976682,BK68
71,275,Washington Ave & Greene Ave,40.68650065,-73.96563307,BK69
72,276,Duane St & Greenwich St,40.71748752,-74.0104554,MN24
73,278,Concord St & Bridge St,40.69766564,-73.98476437,BK38
75,280,E 10 St & 5 Ave,40.73331967,-73.99510132,MN23
76,281,Grand Army Plaza & Central Park S,40.764397100000004,-73.97371465,MN17
77,282,Kent Ave & S 11 St,40.70764494,-73.96841526,BK73
78,284,Greenwich Ave & 8 Ave,40.73901691,-74.00263761,MN23
79,285,Broadway & E 14 St,40.73454567,-73.99074142,MN23
80,289,Monroe St & Classon Ave,40.684568299999995,-73.95881081,BK69
81,290,2 Ave & E 58 St,40.76020258,-73.96478473,MN19
83,293,Lafayette St & E 8 St,40.73020661,-73.99102628,MN23
84,294,Washington Square E,40.73049393,-73.99572140000001,MN23
85,295,Pike St & E Broadway,40.71406667,-73.99293911,MN27
86,296,Division St & Bowery,40.71413089,-73.99704679999999,MN27
87,297,E 15 St & 3 Ave,40.734232,-73.986923,MN21
88,298,3 Ave & Schermerhorn St,40.68683208,-73.9796772,BK38
89,300,Shevchenko Pl & E 7 St,40.728145,-73.990214,MN22
90,301,E 2 St & Avenue B,40.72217444,-73.98368779,MN22
92,303,Mercer St & Spring St,40.72362738,-73.99949601,MN24
94,305,E 58 St & 3 Ave,40.76095756,-73.96724467,MN19
97,308,St James Pl & Oliver St,40.71307916,-73.99851193,MN27
98,309,Murray St & West St,40.7149787,-74.013012,MN24
99,310,State St & Smith St,40.68926942,-73.98912867,BK38
100,311,Norfolk St & Broome St,40.7172274,-73.98802084,MN27
101,312,Allen St & Stanton St,40.722055,-73.989111,MN27
103,314,Cadman Plaza West & Montague St,40.69383,-73.990539,BK09
106,317,E 6 St & Avenue B,40.72453734,-73.98185424,MN22
107,318,E 43 St & Vanderbilt Ave,40.75320159,-73.9779874,MN17
109,320,Leonard St & Church St,40.717571,-74.005549,MN24
110,321,Cadman Plaza E & Red Cross Pl,40.69991755,-73.98971773,BK38
111,322,Clinton St & Tillary St,40.696191999999996,-73.991218,BK09
112,323,Lawrence St & Willoughby St,40.69236178,-73.98631746,BK38
113,324,DeKalb Ave & Hudson Ave,40.689888,-73.981013,BK68
114,325,E 19 St & 3 Ave,40.73624527,-73.98473765,MN21
115,326,E 11 St & 1 Ave,40.72953837,-73.98426726,MN22
117,328,Watts St & Greenwich St,40.72405549,-74.00965965,MN24
118,329,Greenwich St & North Moore St,40.72015227,-74.01036501,MN24
119,330,Reade St & Broadway,40.71450451,-74.00562789,MN24
122,334,W 20 St & 7 Ave,40.74238787,-73.99726235,MN13
123,335,Washington Pl & Broadway,40.72903917,-73.99404649,MN23
124,336,Sullivan St & Washington Sq,40.73047747,-73.99906065,MN23
131,344,Monroe St & Bedford Ave,40.6851443,-73.95380904,BK75
132,345,W 13 St & 6 Ave,40.73649403,-73.99704374,MN23
133,346,Bank St & Hudson St,40.73652889,-74.00618026,MN23
134,347,Greenwich St & W Houston St,40.728846000000004,-74.00859100000001,MN24
135,348,W Broadway & Spring St,40.72490985,-74.00154702,MN24
139,352,W 56 St & 6 Ave,40.76340613,-73.97722479,MN17
140,353,S Portland Ave & Hanson Pl,40.68539567,-73.97431458,BK68
141,354,Emerson Pl & Myrtle Ave,40.69363137,-73.96223558,BK69
142,355,Bayard St & Baxter St,40.71602118,-73.99974372,MN27
144,357,E 11 St & Broadway,40.73261787,-73.99158043,MN23
145,358,Christopher St & Greenwich St,40.73291553,-74.00711384,MN23
146,359,E 47 St & Park Ave,40.75510267,-73.97498696,MN19
148,361,Allen St & Hester St,40.71605866,-73.99190759,MN27
149,362,Broadway & W 37 St,40.75172632,-73.98753523,MN17
151,364,Lafayette Ave & Classon Ave,40.68900443,-73.96023854,BK69
152,365,Fulton St & Grand Ave,40.68223166,-73.9614583,BK69
153,366,Clinton Ave & Myrtle Ave,40.693261,-73.968896,BK68
154,367,E 53 St & Lexington Ave,40.75828065,-73.97069431,MN19
155,368,Carmine St & 6 Ave,40.73038599,-74.00214988,MN23
156,369,Washington Pl & 6 Ave,40.73224119,-74.00026394,MN23
157,372,Franklin Ave & Myrtle Ave,40.69454609,-73.95801365,BK75
158,373,Willoughby Ave & Walworth St,40.69331716,-73.95381995,BK75
159,375,Mercer St & Bleecker St S,40.72679454,-73.99695094,MN23
161,377,6 Ave & Canal St,40.72243797,-74.00566443,MN24
162,379,W 31 St & 7 Ave,40.749156,-73.9916,MN17
163,380,W 4 St & 7 Ave S,40.73401143,-74.00293877,MN23
164,382,University Pl & E 14 St,40.73492695,-73.99200509,MN23
165,383,Greenwich Ave & Charles St,40.735238,-74.000271,MN23
166,384,Fulton St & Washington Ave,40.683048,-73.964915,BK69
167,385,E 55 St & 2 Ave,40.75797322,-73.96603308,MN19
168,386,Centre St & Worth St,40.71494807,-74.00234482,MN24
169,387,Centre St & Chambers St,40.71273266,-74.0046073,MN24
170,388,W 26 St & 10 Ave,40.74971775,-74.00295035,MN13
171,389,Broadway & Berry St,40.71044554,-73.96525063,BK73
172,390,Duffield St & Willoughby St,40.69221589,-73.9842844,BK38
173,391,Clark St & Henry St,40.69760127,-73.99344559,BK09
174,392,Jay St & Tech Pl,40.695065,-73.987167,BK38
177,395,Bond St & Schermerhorn St,40.68807003,-73.98410637,BK38
178,396,Lefferts Pl & Franklin Ave,40.68034242,-73.95576894,BK69
179,397,Fulton St & Clermont Ave,40.68415748,-73.96922273,BK68
180,398,Atlantic Ave & Furman St,40.69165183,-73.99997859999999,BK33
181,399,Lafayette Ave & St James Pl,40.68851534,-73.9647628,BK69
183,401,Allen St & Rivington St,40.72019576,-73.98997825,MN27
184,402,Broadway & E 22 St,40.740343200000005,-73.98955109,MN13
185,403,E 2 St & 2 Ave,40.72502876,-73.99069656,MN22
186,404,9 Ave & W 14 St,40.7405826,-74.00550867,MN23
187,405,Washington St & Gansevoort St,40.739323,-74.008119,MN23
188,406,Hicks St & Montague St,40.69512845,-73.99595065,BK09
189,407,Henry St & Poplar St,40.700469,-73.991454,BK09
190,408,Market St & Cherry St,40.71076228,-73.99400398,MN27
191,409,DeKalb Ave & Skillman St,40.6906495,-73.95643107,BK75
192,410,Suffolk St & Stanton St,40.72066442,-73.98517977,MN27
194,412,Forsyth St & Canal St,40.715815500000005,-73.99422366,MN27
195,414,Pearl St & Anchorage Pl,40.70281858,-73.98765762,BK38
197,416,Cumberland St & Lafayette Ave,40.68753406,-73.97265183,BK68
198,417,Barclay St & Church St,40.71291224,-74.01020234,MN24
199,418,Front St & Gold St,40.70224,-73.982578,BK38
200,419,Carlton Ave & Park Ave,40.69580705,-73.97355569,BK68
201,420,Clermont Ave & Lafayette Ave,40.68764484,-73.96968902,BK69
202,421,Clermont Ave & Park Ave,40.69573398,-73.97129668,BK68
203,422,W 59 St & 10 Ave,40.770513,-73.988038,MN14
204,423,W 54 St & 9 Ave,40.76584941,-73.98690506,MN15
207,428,E 3 St & 1 Ave,40.72467721,-73.98783413,MN22
208,430,York St & Jay St,40.7014851,-73.98656928,BK38
209,431,Hanover Pl & Livingston St,40.68864636,-73.98263429,BK38
210,432,E 7 St & Avenue A,40.72621788,-73.98379855,MN22
211,433,E 13 St & Avenue A,40.72955361,-73.98057249,MN22
212,434,9 Ave & W 18 St,40.74317449,-74.00366443,MN13
213,435,W 21 St & 6 Ave,40.74173969,-73.99415556,MN13
214,436,Hancock St & Bedford Ave,40.68216564,-73.95399026,BK69
215,437,Macon St & Nostrand Ave,40.68098339,-73.95004798,BK75
216,438,St Marks Pl & 1 Ave,40.72779126,-73.98564945,MN22
217,439,E 4 St & 2 Ave,40.726280700000004,-73.98978041,MN22
218,440,E 45 St & 3 Ave,40.75255434,-73.97282625,MN19
219,441,E 52 St & 2 Ave,40.756014,-73.967416,MN19
220,442,W 27 St & 7 Ave,40.746646999999996,-73.993915,MN17
221,443,Bedford Ave & S 9 St,40.70853074,-73.96408963,BK73
222,444,Broadway & W 24 St,40.742354299999995,-73.98915076,MN13
223,445,E 10 St & Avenue A,40.72740794,-73.98142006,MN22
224,446,W 24 St & 7 Ave,40.74487634,-73.99529885,MN13
225,447,8 Ave & W 52 St,40.76370739,-73.9851615,MN15
226,448,W 37 St & 10 Ave,40.75660359,-73.9979009,MN13
227,449,W 52 St & 9 Ave,40.76461837,-73.98789473,MN15
228,450,W 49 St & 8 Ave,40.76227205,-73.98788205,MN15
229,453,W 22 St & 8 Ave,40.74475148,-73.99915362,MN13
230,454,E 51 St & 1 Ave,40.75455731,-73.96592976,MN19
231,455,1 Ave & E 44 St,40.75001986,-73.96905301,MN19
232,456,E 53 St & Madison Ave,40.75971079999999,-73.97402311,MN17
233,457,Broadway & W 58 St,40.76695317,-73.98169333,MN17
234,458,11 Ave & W 27 St,40.751396,-74.00522600000001,MN13
235,459,W 20 St & 11 Ave,40.746745000000004,-74.007756,MN13
236,460,S 4 St & Wythe Ave,40.71285887,-73.96590294,BK73
237,461,E 20 St & 2 Ave,40.73587678,-73.98205027,MN21
238,462,W 22 St & 10 Ave,40.74691959,-74.00451887,MN13
239,463,9 Ave & W 16 St,40.74206539,-74.00443172,MN13
240,464,E 56 St & 3 Ave,40.75934501,-73.96759673,MN19
241,465,Broadway & W 41 St,40.75513557,-73.98658032,MN17
242,466,W 25 St & 6 Ave,40.74395411,-73.99144871,MN13
243,467,Dean St & 4 Ave,40.68312489,-73.97895137,BK37
244,468,Broadway & W 56 St,40.7652654,-73.98192338,MN17
245,469,Broadway & W 53 St,40.76344058,-73.98268129,MN17
246,470,W 20 St & 8 Ave,40.74345335,-74.00004031,MN13
247,471,Grand St & Havemeyer St,40.71286844,-73.95698119,BK73
248,472,E 32 St & Park Ave,40.745712100000006,-73.98194829,MN20
249,473,Rivington St & Chrystie St,40.72110063,-73.99192540000001,MN27
250,474,5 Ave & E 29 St,40.7451677,-73.98683077,MN17
251,475,E 15 St & Irving Pl,40.73524276,-73.98758561,MN21
252,476,E 31 St & 3 Ave,40.74394314,-73.97966069,MN20
253,477,W 41 St & 8 Ave,40.75640548,-73.9900262,MN17
254,478,11 Ave & W 41 St,40.76030096,-73.99884222,MN13
255,479,9 Ave & W 45 St,40.76019252,-73.9912551,MN15
256,480,W 53 St & 10 Ave,40.76669671,-73.99061728,MN15
257,481,S 3 St & Bedford Ave,40.71260486,-73.96264403,BK73
258,482,W 15 St & 7 Ave,40.73935542,-73.99931783,MN13
259,483,E 12 St & 3 Ave,40.73223272,-73.98889957,MN22
260,484,W 44 St & 5 Ave,40.75500254,-73.98014437,MN17
261,485,W 37 St & 5 Ave,40.75038009,-73.98338988,MN17
262,486,Broadway & W 29 St,40.7462009,-73.98855723,MN17
263,487,E 20 St & FDR Drive,40.73314259,-73.97573881,MN50
264,488,W 39 St & 9 Ave,40.75645824,-73.99372222,MN15
265,489,10 Ave & W 28 St,40.75066386,-74.00176802,MN13
266,490,8 Ave & W 33 St,40.751551,-73.993934,MN17
267,491,E 24 St & Park Ave S,40.74096374,-73.98602213,MN13
268,492,W 33 St & 7 Ave,40.75019995,-73.99093085,MN17
269,493,W 45 St & 6 Ave (1),40.7568001,-73.98291153,MN17
270,494,W 26 St & 8 Ave,40.74734825,-73.99723551,MN13
271,495,W 47 St & 10 Ave,40.76269882,-73.99301222,MN15
272,496,E 16 St & 5 Ave,40.73726186,-73.99238967,MN13
273,497,E 17 St & Broadway,40.73704984,-73.99009296,MN13
274,498,Broadway & W 32 St,40.74854862,-73.98808416,MN17
275,499,Broadway & W 60 St,40.76915505,-73.98191841,MN14
276,500,Broadway & W 51 St,40.76228826,-73.98336183,MN17
277,501,FDR Drive & E 35 St,40.744219,-73.97121214,MN19
279,503,E 20 St & Park Ave,40.73827428,-73.98751968,MN21
280,504,1 Ave & E 16 St,40.73221853,-73.98165557,MN50
281,505,6 Ave & W 33 St,40.74901271,-73.98848395,MN17
282,507,E 25 St & 2 Ave,40.73912601,-73.97973776,MN20
283,508,W 46 St & 11 Ave,40.76341379,-73.99667444,MN15
284,509,9 Ave & W 22 St,40.7454973,-74.00197139,MN13
285,510,W 51 St & 6 Ave,40.7606597,-73.98042047,MN17
286,511,E 14 St & Avenue B,40.72938685,-73.97772429,MN50
287,512,W 29 St & 9 Ave,40.750072700000004,-73.99839279,MN13
288,513,W 56 St & 10 Ave,40.768254,-73.988639,MN15
289,514,12 Ave & W 40 St,40.76087502,-74.00277668,MN13
290,515,W 43 St & 10 Ave,40.76009437,-73.99461843,MN15
291,516,E 47 St & 1 Ave,40.75206862,-73.96784384,MN19
292,517,Pershing Square South,40.751581,-73.97791,MN20
293,518,E 39 St & 2 Ave,40.74780373,-73.97344190000001,MN20
294,519,Pershing Square North,40.751872999999996,-73.97770600000001,MN20
295,520,W 52 St & 5 Ave,40.75992262,-73.97648516,MN17
296,521,8 Ave & W 31 St N,40.75096735,-73.99444208,MN13
297,522,E 51 St & Lexington Ave,40.75714758,-73.97207836,MN19
298,523,W 38 St & 8 Ave,40.75466591,-73.99138152,MN17
299,524,W 43 St & 6 Ave,40.75527307,-73.98316936,MN17
300,525,W 34 St & 11 Ave,40.75594159,-74.0021163,MN13
301,526,E 33 St & 5 Ave,40.74765947,-73.98490707,MN17
302,527,E 33 St & 2 Ave,40.744023,-73.976056,MN20
303,528,2 Ave & E 31 St,40.74290902,-73.97706058,MN20
304,529,W 42 St & 8 Ave,40.75756989999999,-73.99098507,MN15
305,530,11 Ave & W 59 St,40.771522,-73.99054100000001,MN14
306,531,Forsyth St & Broome St,40.71893904,-73.99266288,MN27
307,532,S 5 Pl & S 5 St,40.710451,-73.960876,BK73
308,533,Broadway & W 38 St,40.75299641,-73.98721619,MN17
310,536,1 Ave & E 30 St,40.74144387,-73.97536082,MN20
311,537,Lexington Ave & E 24 St,40.74025878,-73.98409214,MN21
312,538,E 48 St & Madison Ave,40.75666,-73.97668399999999,MN17
313,539,Metropolitan Ave & Bedford Ave,40.71534825,-73.96024116,BK73
314,540,Lexington Ave & E 29 St,40.74311555,-73.98215353,MN20
315,545,E 23 St & 1 Ave,40.736502,-73.97809472,MN50
316,546,E 30 St & Park Ave S,40.74444921,-73.98303529,MN20
317,2000,Front St & Washington St,40.70255088,-73.98940236,BK38
319,2002,Wythe Ave & Metropolitan Ave,40.716887,-73.96319799999999,BK73
320,2003,1 Ave & E 18 St,40.73381219,-73.98054421,MN50
321,2004,6 Ave & Broome St,40.724399,-74.004704,MN24
325,2009,Catherine St & Monroe St,40.71117444,-73.99682619,MN27
326,2010,Grand St & Greene St,40.72165481,-74.00234737,MN24
327,2012,E 27 St & 1 Ave,40.739445,-73.97680600000001,MN20
328,2017,E 43 St & 2 Ave,40.75022392,-73.97121414,MN19
329,2021,W 45 St & 8 Ave,40.75929124,-73.98859651,MN15
331,2023,E 55 St & Lexington Ave,40.75968085,-73.97031366,MN19
332,3000,MLSWKiosk,40.755466999999996,-73.986536,MN17
334,3014,3969.TEMP (Bike The Branches - Central Branch),40.722852,-73.959114,BK73
335,3016,Mobile 01,40.77105186,-73.9643383,MN40
336,3017,NYCBS Depot - FAR,40.751483,-73.996764,MN13
338,3020,NYCBS Test,40.646606799999994,-74.01597,BK32
340,3039,NYCBS Depot - DYR,40.75908809,-73.99375051,MN15
341,3040,SSP Tech Workshop,40.646678,-74.016263,BK32
342,3041,Kingston Ave & Herkimer St,40.67890679,-73.94142771,BK61
343,3042,Fulton St & Utica Ave,40.6794268,-73.92989109999999,BK61
344,3043,Lewis Ave & Decatur St,40.6814598,-73.934903,BK35
345,3044,Albany Ave & Fulton St,40.6800105,-73.938475,BK35
346,3046,Marcus Garvey Blvd & Macon St,40.682601,-73.938037,BK35
347,3047,Halsey St & Tompkins Ave,40.682368700000005,-73.944118,BK75
348,3048,Putnam Ave & Nostrand Ave,40.684020000000004,-73.94977,BK75
349,3049,Cambridge Pl & Gates Ave,40.68488,-73.96304,BK69
350,3050,Putnam Ave & Throop Ave,40.6851532,-73.94111,BK35
351,3052,Lewis Ave & Madison St,40.686312,-73.935775,BK35
352,3053,Marcy Ave & Lafayette Ave,40.6900815,-73.94791500000001,BK75
353,3054,Greene Ave & Throop Ave,40.6894932,-73.942061,BK35
354,3055,Greene Ave & Nostrand Ave,40.68833370000001,-73.950916,BK75
355,3056,Kosciuszko St & Nostrand Ave,40.69072549,-73.95133465,BK75
356,3057,Kosciuszko St & Tompkins Ave,40.69128258,-73.9452416,BK75
357,3058,Lewis Ave & Kosciuszko St,40.69237074,-73.93705428,BK35
358,3059,Pulaski St & Marcus Garvey Blvd,40.693398200000004,-73.939877,BK35
359,3060,Willoughby Ave & Tompkins Ave,40.69425403,-73.94626915,BK75
360,3061,Throop Ave & Myrtle Ave,40.69622937,-73.94371094,BK75
361,3062,Myrtle Ave & Marcy Ave,40.69539817,-73.94954908,BK75
362,3063,Nostrand Ave & Myrtle Ave,40.69527008,-73.95238108,BK75
363,3064,Myrtle Ave & Lewis Ave,40.69681963,-73.93756926,BK35
364,3065,Union Ave & Wallabout St,40.70029511,-73.95032283,BK75
365,3066,Tompkins Ave & Hopkins St,40.69957608,-73.94708417,BK75
366,3067,Broadway & Whipple St,40.7016657,-73.9437303,BK75
367,3068,Humboldt St & Varet St,40.7031724,-73.940636,BK78
368,3069,Lorimer St & Broadway,40.70411791,-73.94818595,BK72
369,3070,McKibbin St & Manhattan Ave,40.70510918,-73.94407279,BK90
370,3071,Boerum St & Broadway,40.70538077,-73.94976519,BK90
371,3072,Leonard St & Boerum St,40.70583339,-73.94644578,BK90
372,3073,Division Ave & Hooper St,40.70691254,-73.95441667,BK72
373,3074,Montrose Ave & Bushwick Ave,40.70767788,-73.94016171,BK78
374,3075,Division Ave & Marcy Ave,40.70708701,-73.95796783,BK72
375,3076,Scholes St & Manhattan Ave,40.70870368,-73.9448625,BK90
376,3077,Stagg St & Union Ave,40.70877084,-73.95095259,BK73
377,3078,Broadway & Roebling St,40.70925562,-73.95982218,BK73
378,3079,Leonard St & Grand St,40.71103537,-73.94714303,BK90
379,3080,S 4 St & Rodney St,40.709340000000005,-73.95608,BK73
380,3081,Graham Ave & Grand St,40.711863,-73.944024,BK90
381,3082,Hope St & Union Ave,40.71167351,-73.95141312,BK73
382,3083,Bushwick Ave & Powers St,40.71247661,-73.94100005,BK90
383,3084,Devoe St & Leonard St,40.71348658,-73.94792458,BK90
384,3085,Roebling St & N 4 St,40.714690000000004,-73.95739,BK73
385,3086,Graham Ave & Conselyea St,40.715143,-73.944507,BK90
386,3087,Metropolitan Ave & Meeker Ave,40.71413311,-73.95234386,BK90
387,3088,Union Ave & Jackson St,40.7160751,-73.95202900000001,BK73
388,3089,Leonard St & Meeker Ave,40.7173184,-73.94820213,BK90
389,3090,N 8 St & Driggs Ave,40.71774592,-73.95600096,BK73
390,3091,Frost St & Meeker St,40.71764,-73.94882,BK73
391,3092,Berry St & N 8 St,40.7190095,-73.95852515,BK73
392,3093,N 6 St & Bedford Ave,40.71745169,-73.95850939,BK73
393,3094,Graham Ave & Withers St,40.7169811,-73.94485918,BK90
394,3095,Graham Ave & Herbert St,40.71929301,-73.94500379,BK90
395,3096,Union Ave & N 12 St,40.71924,-73.95241999999999,BK73
396,3097,N Henry St & Richardson St,40.71921585,-73.94244690000001,BK90
397,3098,Leonard St & Bayard St,40.71928,-73.94861,BK73
398,3099,Leonard St & Manhattan Ave,40.7215224,-73.94898266,BK73
399,3100,Nassau Ave & Newell St,40.72481256,-73.94752622,BK76
400,3101,N 12 St & Bedford Ave,40.72079821,-73.95484712,BK73
401,3102,Driggs Ave & Lorimer St,40.72179134,-73.95041540000001,BK73
402,3103,N 11 St & Wythe Ave,40.72153267,-73.95782357,BK73
403,3104,Kent Ave & N 7 St,40.72057658,-73.96150225,BK73
404,3105,N 15 St & Wythe Ave,40.724055,-73.955736,BK76
405,3106,Driggs Ave & N Henry St,40.72325,-73.94308000000001,BK76
406,3107,Bedford Ave & Nassau Ave,40.72311651,-73.95212324,BK73
407,3108,Nassau Ave & Russell St,40.725570000000005,-73.94434,BK76
408,3109,Banker St & Meserole Ave,40.72606,-73.95621,BK76
409,3110,Meserole Ave & Manhattan Ave,40.72708584,-73.95299117,BK76
410,3111,Norman Ave & Leonard St,40.725848299999996,-73.95064893,BK76
411,3112,Milton St & Franklin St,40.72906,-73.95779,BK76
412,3113,Greenpoint Ave & Manhattan Ave,40.730259999999994,-73.95394,BK76
413,3114,India St & East River,40.73165141,-73.96161892,BK76
414,3115,India St & Manhattan Ave,40.73232194,-73.9550858,BK76
415,3116,Huron St & Franklin St,40.732659999999996,-73.95826,BK76
416,3117,Franklin St & Dupont St,40.735640000000004,-73.95866,BK76
417,3118,McGuinness Blvd & Eagle St,40.73555,-73.95284000000001,BK76
418,3119,Vernon Blvd & 50 Ave,40.74232744,-73.95411749,QN31
419,3120,Center Blvd & Borden Ave,40.741609999999994,-73.96044,QN31
420,3121,Jackson Ave & 46 Rd,40.74524768,-73.94733276,QN31
421,3122,48 Ave & 5 St,40.74436329,-73.95587325,QN31
422,3123,31 St & Thomson Ave,40.74469738,-73.93540375,QN31
423,3124,46 Ave & 5 St,40.74731,-73.95451,QN31
424,3125,45 Rd & 11 St,40.74708586,-73.94977234,QN31
425,3126,44 Dr & Jackson Ave,40.74718234,-73.9432635,QN31
426,3127,9 St & 44 Rd,40.74966,-73.9521,QN31
427,3128,21 St & 43 Ave,40.75052534,-73.94594845,QN31
428,3129,Queens Plaza North & Crescent St,40.75110165,-73.94073717,QN68
429,3130,21 St & Queens Plaza North,40.75325964,-73.94335788,QN68
431,3132,E 59 St & Madison Ave,40.76350532,-73.97109243,MN40
432,3133,E 67 St & Park Ave,40.76735637,-73.96493528,MN40
437,3138,E 77 St & Park Ave,40.77440546,-73.96175265,MN40
438,3139,E 72 St & Park Ave,40.77122923,-73.96432627,MN40
443,3144,E 81 St & Park Ave,40.77677702,-73.95900970000001,MN40
444,3145,E 84 St & Park Ave,40.77862688,-73.95772073,MN40
445,3146,E 81 St & 3 Ave,40.77573034,-73.9567526,MN40
453,3154,E 77 St & 3 Ave,40.77314236,-73.95856158,MN40
454,3155,Lexington Ave & E 63 St,40.76440023,-73.96648977,MN40
457,3158,W 63 St & Broadway,40.77163851,-73.98261428,MN14
458,3159,W 67 St & Broadway,40.77492513,-73.98266566,MN14
460,3161,W 76 St & Columbus Ave,40.78018397,-73.97728533,MN12
461,3162,W 78 St & Broadway,40.78339981,-73.98093133,MN12
463,3164,Columbus Ave & W 72 St,40.7770575,-73.97898475,MN14
465,3166,Riverside Dr & W 72 St ,40.78057799,-73.98562431,MN12
466,3167,Amsterdam Ave & W 73 St,40.77966809,-73.98093045,MN14
468,3169,Riverside Dr & W 82 St,40.78720869,-73.98128127,MN12
469,3170,W 84 St & Columbus Ave,40.78499979,-73.97283406,MN12
470,3171,Amsterdam Ave & W 82 St,40.78524672,-73.97667321,MN12
471,3172,W 74 St & Columbus Ave,40.7785669,-73.97754961,MN14
472,3173,Riverside Blvd & W 67 St,40.77750703,-73.98888588,MN14
473,3175,W 70 St & Amsterdam Ave,40.77748046,-73.98288594,MN14
474,3176,W 64 St & West End Ave,40.77452835,-73.98753759,MN14
475,3177,W 84 St & Broadway,40.7867947,-73.977112,MN12
476,3178,Riverside Dr & W 78 St,40.78414472,-73.98362492,MN12
477,3179,Park Ave & Marcus Garvey Blvd,40.698617,-73.941342,BK78
